ID,Date,Address,Suite,PermitType,ConstructionCost,OwnerName,Contractor,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng,MatchAddress_1,parcelId_1,lat_1,lng_1,Benchmark,Format,Geocoderinput
183360,2014/07/03 00:00:00.000000000,312 SOUTHLAND DR                                  ,                                                  ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,30000,"CDPB BASEBALL, LLC                                ",HENRY CONSTRUCTION                                ,312 SOUTHLAND DR,,,,,,,,,,4,json,312 SOUTHLAND DR LEXINGTON KY
186586,2014/12/23 00:00:00.000000000,3535 NICHOLASVILLE RD                             ,STE 928                                           ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,200000,NEW BALANCE                                       ,JARBOE CONSTRUCTION INC                           ,3535 NICHOLASVILLE RD,,,,,,,,,,4,json,3535 NICHOLASVILLE RD LEXINGTON KY
171893,2012/09/14 00:00:00.000000000,592 E NEW CIRCLE RD                               ,                                                  ,SIGNS                                             ,200,AUTO MAX USED CARS                                ,AUTO MAX USED CARS                                ,592 E NEW CIRCLE RD,,,,,,,,,,4,json,592 E NEW CIRCLE RD LEXINGTON KY
182756,2014/05/14 00:00:00.000000000,328 N ASHLAND AVE                                 ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,LUCIA'S IMPORTS                                   ,LUCIA'S IMPORTS                                   ,328 N ASHLAND AVE,,,,,,,,,,4,json,328 N ASHLAND AVE LEXINGTON KY
166832,2011/12/14 00:00:00.000000000,1535 LAKEWOOD DR                                  ,                                                  ,"SWIMMING POOL, RES                                ",50000,JOE MINOR                                         ,MID AMERICAN GUNITE POOLS & SERV INC              ,1535 LAKEWOOD DR,,,,,,,,,,4,json,1535 LAKEWOOD DR LEXINGTON KY
170556,2012/07/10 00:00:00.000000000,101 HELM ST                                       ,                                                  ,GRADING COMMERCIAL                                ,0,GATEWAY PROPERTIES LLC                            ,LENCO EXCAVATION INC                              ,101 HELM ST,,,,,,,,,,4,json,101 HELM ST LEXINGTON KY
185805,2014/10/16 00:00:00.000000000,3319 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3319 ALCOTT PL,,,,,,,,,,4,json,3319 ALCOTT PL LEXINGTON KY
183790,2014/06/30 00:00:00.000000000,1691 WHARTON WAY                                  ,                                                  ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,1691 WHARTON WAY,,,,,,,,,,4,json,1691 WHARTON WAY LEXINGTON KY
174948,2013/03/18 00:00:00.000000000,2398 WOODHILL DR                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,CELLNET                                           ,CELLNET                                           ,2398 WOODHILL DR,,,,,,,,,,4,json,2398 WOODHILL DR LEXINGTON KY
181609,2014/05/01 00:00:00.000000000,543 S LIMESTONE                                   ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",15000,NPC INTERNATIONAL                                 ,"OSAGE CONTRACTORS, LLC                            ",543 S LIMESTONE,,,,,,,,,,4,json,543 S LIMESTONE LEXINGTON KY
187514,2015/02/11 00:00:00.000000000,3315 ALCOTT PL                                    ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4200,BALL HOMES                                        ,CENTRAL KY HEATING & AIR                          ,3315 ALCOTT PL,,,,,,,,,,4,json,3315 ALCOTT PL LEXINGTON KY
169684,2012/06/25 00:00:00.000000000,301 W THIRD ST                                    ,                                                  ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,415000,TRANSYLVANIA UNIVERSITY                           ,JARBOE CONSTRUCTION INC                           ,301 W THIRD ST,,,,,,,,,,4,json,301 W THIRD ST LEXINGTON KY
172549,2012/10/18 00:00:00.000000000,1225 S BROADWAY                                   ,                                                  ,REMODELING COMMERCIAL                             ,2285408,LEXINGTON CLINIC                                  ,ERDMAN HEALTHCARE FACILITIES COMPANY              ,1225 S BROADWAY,,,,,,,,,,4,json,1225 S BROADWAY LEXINGTON KY
187233,2015/01/26 00:00:00.000000000,130 W TIVERTON WAY                                ,STE 160                                           ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,"CHOKEDEE, LLC                                     ","CHOKEDEE, LLC                                     ",130 W TIVERTON WAY,,,,,,,,,,4,json,130 W TIVERTON WAY LEXINGTON KY
173084,2012/11/16 00:00:00.000000000,2765 BURNT MILL RD                                ,                                                  ,SINGLE FAMILY RESIDENCE                           ,75000,"JEFF CO, LLC                                      ",HARMONY HOME BUILDERS LLC                         ,2765 BURNT MILL RD,,,,,,,,,,4,json,2765 BURNT MILL RD LEXINGTON KY
164385,2011/07/05 00:00:00.000000000,1989 HARRODSBURG RD                               ,                                                  ,MECHANICAL COMM. <$2000                           ,0,PARKWAY DEVELOPER                                 ,AIR TECH INC                                      ,1989 HARRODSBURG RD,,,,,,,,,,4,json,1989 HARRODSBURG RD LEXINGTON KY
167236,2012/01/13 00:00:00.000000000,1616 LIBERTY RD                                   ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,TRISH CLEMONS                                     ,TRISH CLEMONS                                     ,1616 LIBERTY RD,,,,,,,,,,4,json,1616 LIBERTY RD LEXINGTON KY
167279,2012/01/19 00:00:00.000000000,758 N LIMESTONE                                   ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,"FLEET STREET HAIR SHOPPE, LLC                     ","FLEET STREET HAIR SHOPPE, LLC                     ",758 N LIMESTONE,,,,,,,,,,4,json,758 N LIMESTONE LEXINGTON KY
181531,2014/03/19 00:00:00.000000000,1060 CHINOE RD                                    ,#104                                              ,"MECHANICAL COMM. $10,001-$25,000                  ",25000,SHAKESPEARE & COMPANY                             ,GREEN MECHANICAL CONSTRUCTION INC                 ,1060 CHINOE RD,,,,,,,,,,4,json,1060 CHINOE RD LEXINGTON KY
175769,2013/04/30 00:00:00.000000000,4009 ORIENTATE WAY                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,GAINESWAY FARM                                    ,SERVICE PLUS HEATING & A C INC                    ,4009 ORIENTATE WAY,,,,,,,,,,4,json,4009 ORIENTATE WAY LEXINGTON KY
163449,2011/05/11 00:00:00.000000000,365 CORRAL ST                                     ,                                                  ,GRADING RESIDENTIAL                               ,0,V & D CONSTRUCTION                                ,V & D CONSTRUCTION                                ,365 CORRAL ST,,,,,,,,,,4,json,365 CORRAL ST LEXINGTON KY
177844,2013/08/05 00:00:00.000000000,215 EASTERN AVE                                   ,                                                  ,"SINGLE FAMILY RES, 1500 SQ.FT. OR LESS            ",240000,LEXINGTON HABITAT FOR HUMANITY                    ,LEXINGTON HABITAT FOR HUMANITY                    ,215 EASTERN AVE,,,,,,,,,,4,json,215 EASTERN AVE LEXINGTON KY
184728,2014/08/18 00:00:00.000000000,1516 DELAWARE AVE                                 ,                                                  ,"MECHANICAL COMM. $25,001-$50,000                  ",42981,MIKE SCANLON                                      ,AIR CONTROL HEATING & COOLING OF LEX              ,1516 DELAWARE AVE,,,,,,,,,,4,json,1516 DELAWARE AVE LEXINGTON KY
169254,2012/05/11 00:00:00.000000000,401 CUNNINGHAM LN                                 ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,HOME BUILDERS CARE                                ,ARRONCO COMFORT AIR                               ,401 CUNNINGHAM LN,,,,,,,,,,4,json,401 CUNNINGHAM LN LEXINGTON KY
187468,2015/02/10 00:00:00.000000000,351 CHURCH ST                                     ,                                                  ,                                                  ,30000,COURTYARD DELI                                    ,OWNER                                             ,351 CHURCH ST,,,,,,,,,,4,json,351 CHURCH ST LEXINGTON KY
171109,2012/08/06 00:00:00.000000000,820 CHEVY CHASE PL                                ,                                                  ,"FENCE, COMMERCIAL                                 ",500,CHILDRESS JEWELERS WALT                           ,RIO GRANDE FENCE CO INC                           ,820 CHEVY CHASE PL,,,,,,,,,,4,json,820 CHEVY CHASE PL LEXINGTON KY
187319,2015/01/30 00:00:00.000000000,845 GLASFORD SQ                                   ,#101                                              ,"MECHANICAL, SINGLE FAMILY                         ",4153.12,RML CONSTRUCTION LLP                              ,STIVERS HVAC INC                                  ,845 GLASFORD SQ,,,,,,,,,,4,json,845 GLASFORD SQ LEXINGTON KY
180787,2014/01/28 00:00:00.000000000,1865 VENDOR WAY                                   ,                                                  ,SIGNS                                             ,12000,MEN'S WEARHOUSE                                   ,AMERICAN SIGN & GRAPHICS LLC                      ,1865 VENDOR WAY,,,,,,,,,,4,json,1865 VENDOR WAY LEXINGTON KY
180449,2013/12/27 00:00:00.000000000,1060 BRIDLEWOOD LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",6215,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,1060 BRIDLEWOOD LN,,,,,,,,,,4,json,1060 BRIDLEWOOD LN LEXINGTON KY
161829,2011/01/18 00:00:00.000000000,3029 RICHMOND RD                                  ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,TEXAS ROADHOUSE                                   ,CLIMATEC LLC                                      ,3029 RICHMOND RD,,,,,,,,,,4,json,3029 RICHMOND RD LEXINGTON KY
186529,2014/12/01 00:00:00.000000000,1085 CRESTFIELD LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",5702,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,1085 CRESTFIELD LN,,,,,,,,,,4,json,1085 CRESTFIELD LN LEXINGTON KY
168404,2012/04/02 00:00:00.000000000,320 N ASHLAND AVE                                 ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",0,SWIM BIKE RUN OF KY                               ,FAYETTE HEATING & AIR CONDITIONING                ,320 N ASHLAND AVE,,,,,,,,,,4,json,320 N ASHLAND AVE LEXINGTON KY
187508,2015/02/11 00:00:00.000000000,3307 ALCOTT PL                                    ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4200,BALL HOMES                                        ,CENTRAL KY HEATING & AIR                          ,3307 ALCOTT PL,,,,,,,,,,4,json,3307 ALCOTT PL LEXINGTON KY
172875,2012/11/05 00:00:00.000000000,4393 EVANGELINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,4393 EVANGELINE LN,,,,,,,,,,4,json,4393 EVANGELINE LN LEXINGTON KY
178809,2013/09/23 00:00:00.000000000,736 W MAIN ST                                     ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,SALVATION HOSPITAL                                ,FAYETTE HEATING & AIR CONDITIONING                ,736 W MAIN ST,,,,,,,,,,4,json,736 W MAIN ST LEXINGTON KY
167259,2012/01/19 00:00:00.000000000,4101 TATES CREEK RD                               ,                                                  ,SIGNS                                             ,6500,NW SIGNS                                          ,SEBASTIAN SIGN & CRANE SERVICE INC                ,4101 TATES CREEK RD,,,,,,,,,,4,json,4101 TATES CREEK RD LEXINGTON KY
183721,2014/06/27 00:00:00.000000000,1010 E NEW CIRCLE RD                              ,                                                  ,SIGNS                                             ,1910,VEGA DISTRIBUTION                                 ,ROYER SIGN SHOPS INC                              ,1010 E NEW CIRCLE RD,,,,,,,,,,4,json,1010 E NEW CIRCLE RD LEXINGTON KY
186615,2014/12/04 00:00:00.000000000,532 CHINOE CT                                     ,                                                  ,RESIDENTIAL ADDITION                              ,65000,TYLER HUGHES                                      ,"EVERGREEN PROPERTY MANAGEMENT, LLC.               ",532 CHINOE CT,,,,,,,,,,4,json,532 CHINOE CT LEXINGTON KY
184700,2014/08/15 00:00:00.000000000,3274 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,3274 ALCOTT PL,,,,,,,,,,4,json,3274 ALCOTT PL LEXINGTON KY
162490,2011/03/15 00:00:00.000000000,3801 MALL RD                                      ,STE 135                                           ,REMODELING RESTAURANT                             ,130000,MENCHIES                                          ,SAWYER-ELDER CONSTRUCTION LLC                     ,3801 MALL RD,,,,,,,,,,4,json,3801 MALL RD LEXINGTON KY
183764,2014/06/30 00:00:00.000000000,555 JEFFERSON ST                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,COUNTY CLUB                                       ,COUNTY CLUB                                       ,555 JEFFERSON ST,,,,,,,,,,4,json,555 JEFFERSON ST LEXINGTON KY
184657,2014/08/13 00:00:00.000000000,1317 CENTRE PKWY                                  ,1333 D                                            ,"MECHANICAL, MULTI-FAMILY                          ",0,CENTRE MEADOWS LLC                                ,THORNBERRY BROS INC                               ,1317 CENTRE PKWY,,,,,,,,,,4,json,1317 CENTRE PKWY LEXINGTON KY
186572,2014/12/29 00:00:00.000000000,113 N BROADWAY                                    ,STE 122                                           ,REMODELING RESTAURANT                             ,70000,JEREMIAH SIZEMORE/VINAIGRETTE                     ,INSTALLERS PLUS INC                               ,113 N BROADWAY,,,,,,,,,,4,json,113 N BROADWAY LEXINGTON KY
170362,2012/06/27 00:00:00.000000000,103 PROSPEROUS PL                                 ,                                                  ,CO-LOCATE TOWER                                   ,4500,"NEW CINGULAR WIRELESS PCS, LLC                    ","WESTOWER COMMUNICATIONS, INC.                     ",103 PROSPEROUS PL,,,,,,,,,,4,json,103 PROSPEROUS PL LEXINGTON KY
168447,2012/04/03 00:00:00.000000000,716 HENRY CLAY BLVD                               ,                                                  ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,15000,STEVE SNOWDAN                                     ,STEVE SNOWDAN                                     ,716 HENRY CLAY BLVD,,,,,,,,,,4,json,716 HENRY CLAY BLVD LEXINGTON KY
186297,2014/11/14 00:00:00.000000000,130 W TIVERTON WAY                                ,STE 125                                           ,SIGNS                                             ,5000,ASPIRE FITNESS                                    ,SIGNS NOW                                         ,130 W TIVERTON WAY,,,,,,,,,,4,json,130 W TIVERTON WAY LEXINGTON KY
166761,2011/12/09 00:00:00.000000000,1781 SHARKEY WAY                                  ,STE: 110                                          ,"MECHANICAL COMM. $2,001-$10,000                   ",0,DENNIS ANDERSON                                   ,PRODUCTION HEATING & COOLING INC                  ,1781 SHARKEY WAY,,,,,,,,,,4,json,1781 SHARKEY WAY LEXINGTON KY
180847,2014/01/29 00:00:00.000000000,2312 ALEXANDRIA DR                                ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",3500,HOSPICE OF THE BLUEGRASS                          ,FRANTZ INC                                        ,2312 ALEXANDRIA DR,,,,,,,,,,4,json,2312 ALEXANDRIA DR LEXINGTON KY
171378,2012/08/17 00:00:00.000000000,400 REED LN                                       ,                                                  ,"MECHANICAL, GOV BLDG LOCAL                        ",0,FAYETTE BOARD OF EDUCATION                        ,THERMAL EQUIPMENT SERVICE CO INC                  ,400 REED LN,,,,,,,,,,4,json,400 REED LN LEXINGTON KY
166509,2011/11/17 00:00:00.000000000,4267 MOONCOIN CV                                  ,                                                  ,"PAVED DRIVEWAYS, RESIDENTIAL                      ",500,BALL HOMES LLC                                    ,BALL HOMES INC                                    ,4267 MOONCOIN CV,,,,,,,,,,4,json,4267 MOONCOIN CV LEXINGTON KY
185802,2014/10/16 00:00:00.000000000,3313 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3313 ALCOTT PL,,,,,,,,,,4,json,3313 ALCOTT PL LEXINGTON KY
173250,2013/01/16 00:00:00.000000000,150 OLIVER LEWIS WAY                              ,                                                  ,GENERAL WAREHOUSE                                 ,500000,R.J. CORMAN                                       ,R.J. CORMAN                                       ,150 OLIVER LEWIS WAY,,,,,,,,,,4,json,150 OLIVER LEWIS WAY LEXINGTON KY
177103,2013/07/01 00:00:00.000000000,3168 RICHMOND RD                                  ,#13                                               ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,LEX. DANCE FACTORY                                ,LEX. DANCE FACTORY                                ,3168 RICHMOND RD,,,,,,,,,,4,json,3168 RICHMOND RD LEXINGTON KY
174504,2013/02/25 00:00:00.000000000,201 SOUTHLAND DR                                  ,                                                  ,GRADING COMMERCIAL                                ,0,"COLLINS BOWLING LANES, INC                        ","DEAN BUILDERS, INC.                               ",201 SOUTHLAND DR,,,,,,,,,,4,json,201 SOUTHLAND DR LEXINGTON KY
186506,2014/11/25 00:00:00.000000000,1664 WHARTON WAY                                  ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4153,RML CONSTRUCTION                                  ,STIVERS HVAC INC                                  ,1664 WHARTON WAY,,,,,,,,,,4,json,1664 WHARTON WAY LEXINGTON KY
184866,2014/08/26 00:00:00.000000000,4200 BRIDGE WATER WAY                             ,#103                                              ,TOWNHOUSE <1500 SQ FT                             ,85000,ANDERSON BRIDGEWATER LLC                          ,HARMONY HOME BUILDERS LLC                         ,4200 BRIDGE WATER WAY,,,,,,,,,,4,json,4200 BRIDGE WATER WAY LEXINGTON KY
171507,2012/08/24 00:00:00.000000000,4201 EVANGLEINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,4201 EVANGLEINE LN,,,,,,,,,,4,json,4201 EVANGLEINE LN LEXINGTON KY
170253,2012/06/22 00:00:00.000000000,123 ALGONQUIN ST                                  ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,MAZURKA REALTY                                    ,SENTERS MECHANICAL LLC                            ,123 ALGONQUIN ST,,,,,,,,,,4,json,123 ALGONQUIN ST LEXINGTON KY
176376,2013/05/28 00:00:00.000000000,4371 OLD H'BURG RD                                ,#105                                              ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,PARTY LIKE A PRINCESS                             ,PARTY LIKE A PRINCESS                             ,4371 OLD H'BURG RD,,,,,,,,,,4,json,4371 OLD H'BURG RD LEXINGTON KY
168338,2012/03/28 00:00:00.000000000,2342 PALUMBO DR                                   ,                                                  ,ZONING COMPLIANCE PERMIT                          ,0,DREW BALDINGER                                    ,DREW BALDINGER                                    ,2342 PALUMBO DR,,,,,,,,,,4,json,2342 PALUMBO DR LEXINGTON KY
172818,2012/11/02 00:00:00.000000000,4207 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,4207 EVANGELINE LN,,,,,,,,,,4,json,4207 EVANGELINE LN LEXINGTON KY
182287,2014/04/28 00:00:00.000000000,1060 CHINOE RD                                    ,STE 104                                           ,SIGNS                                             ,7995,SHAKESPEARE AND CO                                ,INSTANT SIGNS II                                  ,1060 CHINOE RD,,,,,,,,,,4,json,1060 CHINOE RD LEXINGTON KY
185988,2014/10/24 00:00:00.000000000,3310 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3310 ALCOTT PL,,,,,,,,,,4,json,3310 ALCOTT PL LEXINGTON KY
163031,2011/04/13 00:00:00.000000000,250 N BROADWAY                                    ,                                                  ,FIRE LOSS COMMERCIAL                              ,5868,LOUDON SQUARE BUFFET                              ,FLANNERY CONSTRUCTION LLC                         ,250 N BROADWAY,,,,,,,,,,4,json,250 N BROADWAY LEXINGTON KY
164010,2011/06/14 00:00:00.000000000,236                                               ,                                                  ,GRADING RESIDENTIAL                               ,0,BALL HOMES                                        ,BALL HOMES INC                                    ,236,,,,,,,,,,4,json,236 LEXINGTON KY
182905,2014/05/20 00:00:00.000000000,3831 BELLEAU WOOD DR                              ,#20                                               ,"MECHANICAL, MULTI-FAMILY                          ",3199,RML CONSTRUCTION                                  ,STIVERS HVAC INC                                  ,3831 BELLEAU WOOD DR,,,,,,,,,,4,json,3831 BELLEAU WOOD DR LEXINGTON KY
178434,2013/09/06 00:00:00.000000000,215 EASTERN AVE                                   ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,HABITAT FOR HUMANITY                              ,COMFORT HEATING & AIR                             ,215 EASTERN AVE,,,,,,,,,,4,json,215 EASTERN AVE LEXINGTON KY
163801,2011/06/01 00:00:00.000000000,1720 NICHOLASVILLE RD                             ,                                                  ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,100000,CENTRAL BAPTIST CHURCH                            ,JARBOE CONSTRUCTION INC                           ,1720 NICHOLASVILLE RD,,,,,,,,,,4,json,1720 NICHOLASVILLE RD LEXINGTON KY
170671,2012/07/17 00:00:00.000000000,3871 BELLEAU WOOD DR                              ,                                                  ,ZONING COMPLIANCE HOME OFFICE (N/C)               ,0,EDD MACKEY                                        ,EDD MACKEY                                        ,3871 BELLEAU WOOD DR,,,,,,,,,,4,json,3871 BELLEAU WOOD DR LEXINGTON KY
177498,2013/07/19 00:00:00.000000000,4131 TODDS RD                                     ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,YMCA                                              ,FIRST UNITED METH CHURCH                          ,4131 TODDS RD,,,,,,,,,,4,json,4131 TODDS RD LEXINGTON KY
171564,2012/08/24 00:00:00.000000000,4374 EVANGLEINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,4374 EVANGLEINE LN,,,,,,,,,,4,json,4374 EVANGLEINE LN LEXINGTON KY
185284,2014/09/17 00:00:00.000000000,1649 WHARTON WAY                                  ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4112,RML CONSTRUCTION                                  ,STIVERS HVAC INC                                  ,1649 WHARTON WAY,,,,,,,,,,4,json,1649 WHARTON WAY LEXINGTON KY
173502,2012/12/14 00:00:00.000000000,1047 INDUSTRY RD                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,SHANELL CHENELL HAIR N' NAILS                     ,SHANELL CHENELL HAIR N' NAILS                     ,1047 INDUSTRY RD,,,,,,,,,,4,json,1047 INDUSTRY RD LEXINGTON KY
184116,2014/07/18 00:00:00.000000000,114 TOWNE CENTER DR                               ,                                                  ,SIGNS                                             ,10000,A&W                                               ,SEBASTIAN SIGN & CRANE SERVICE INC                ,114 TOWNE CENTER DR,,,,,,,,,,4,json,114 TOWNE CENTER DR LEXINGTON KY
181351,2014/03/12 00:00:00.000000000,2251 WAR ADMIRAL WAY                              ,STE 130                                           ,"MECHANICAL COMM. $10,001-$25,000                  ",25000,FIRST WATCH CAFE                                  ,BRYANTS SHEET METAL INC                           ,2251 WAR ADMIRAL WAY,,,,,,,,,,4,json,2251 WAR ADMIRAL WAY LEXINGTON KY
170176,2012/06/20 00:00:00.000000000,1111 CENTRE PKWY                                  ,                                                  ,"MECHANICAL, GOV BLDG LOCAL                        ",0,FAYETTE BOARD OF EDUCATION                        ,THERMAL EQUIPMENT SERVICE CO INC                  ,1111 CENTRE PKWY,,,,,,,,,,4,json,1111 CENTRE PKWY LEXINGTON KY
185450,2014/09/26 00:00:00.000000000,3293 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3293 ALCOTT PL,,,,,,,,,,4,json,3293 ALCOTT PL LEXINGTON KY
187365,2015/02/02 00:00:00.000000000,865 GLASFORD SQ                                   ,#104                                              ,"MECHANICAL, SINGLE FAMILY                         ",3728.92,RML CONSTRUCTION LLP                              ,STIVERS HVAC INC                                  ,865 GLASFORD SQ,,,,,,,,,,4,json,865 GLASFORD SQ LEXINGTON KY
164328,2011/07/15 00:00:00.000000000,469 ANNISTON DR                                   ,                                                  ,GOVERNMENT BLDG/LOCAL                             ,1500000,LFUCG DIVISION OF WATER QUALITY                   ,W ROGERS COMPANY                                  ,469 ANNISTON DR,,,,,,,,,,4,json,469 ANNISTON DR LEXINGTON KY
173027,2012/11/14 00:00:00.000000000,785 LIBERTY RIDGE LN                              ,/787                                              ,DUPLEX                                            ,160000,LIBERTY RIDGE SENIOR LIVING                       ,HARGETT CORPORATION                               ,785 LIBERTY RIDGE LN,,,,,,,,,,4,json,785 LIBERTY RIDGE LN LEXINGTON KY
165264,2011/08/29 00:00:00.000000000,6416 TATES CREEK RD                               ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",0,EAST HICKMAN BAPTIST CHURCH                       ,COMFORTMASTER HEATING & COOLING                   ,6416 TATES CREEK RD,,,,,,,,,,4,json,6416 TATES CREEK RD LEXINGTON KY
181474,2014/03/14 00:00:00.000000000,2251 WAR ADMIRAL WAY                              ,                                                  ,SIGNS                                             ,2000,A & W                                             ,SEBASTIAN SIGN & CRANE SERVICE INC                ,2251 WAR ADMIRAL WAY,,,,,,,,,,4,json,2251 WAR ADMIRAL WAY LEXINGTON KY
172666,2012/10/24 00:00:00.000000000,561 S BROADWAY                                    ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,OGATA'S HAWAIIAN GRILL                            ,OGATA'S HAWAIIAN GRILL                            ,561 S BROADWAY,,,,,,,,,,4,json,561 S BROADWAY LEXINGTON KY
162579,2011/03/21 00:00:00.000000000,3773 BELLEAU WOOD DR                              ,                                                  ,GRADING RESIDENTIAL                               ,0,SAYRE CHRISTIAN VILLAGE                           ,WOODFORD EXCAVATION & TRANSPORT INC               ,3773 BELLEAU WOOD DR,,,,,,,,,,4,json,3773 BELLEAU WOOD DR LEXINGTON KY
167345,2012/01/24 00:00:00.000000000,129 TOWNE CENTER DR                               ,                                                  ,REMODELING RECREATIONAL FACILITY                  ,40000,ANDERSON COMMUNITIES/SNAP FITNESS                 ,HARMONY HOME BUILDERS LLC                         ,129 TOWNE CENTER DR,,,,,,,,,,4,json,129 TOWNE CENTER DR LEXINGTON KY
187322,2015/01/30 00:00:00.000000000,845 GLASFORD SQ                                   ,#104                                              ,"MECHANICAL, SINGLE FAMILY                         ",3728.92,RML CONSTRUCTION LLP                              ,STIVERS HVAC INC                                  ,845 GLASFORD SQ,,,,,,,,,,4,json,845 GLASFORD SQ LEXINGTON KY
183598,2014/06/19 00:00:00.000000000,708 HENRY CLAY BLVD                               ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,STAINED HAIR STUDIO                               ,STAINED HAIR STUDIO                               ,708 HENRY CLAY BLVD,,,,,,,,,,4,json,708 HENRY CLAY BLVD LEXINGTON KY
167050,2012/01/06 00:00:00.000000000,748 LIBERTY RIDGE LN                              ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,LIBERTY RIDGE SR. LIVING                          ,CLIMATE CONTROL CORPORATION                       ,748 LIBERTY RIDGE LN,,,,,,,,,,4,json,748 LIBERTY RIDGE LN LEXINGTON KY
186154,2014/11/04 00:00:00.000000000,3357 TATES CREEK RD                               ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",7620,LANSDOWNE COMPANY                                 ,FAYETTE HEATING & AIR CONDITIONING                ,3357 TATES CREEK RD,,,,,,,,,,4,json,3357 TATES CREEK RD LEXINGTON KY
166114,2011/10/21 00:00:00.000000000,199 N LIMESTONE                                   ,APT: 2                                            ,"MECHANICAL, MULTI-FAMILY                          ",0,DANIELLE FINKLESTEIN                              ,AIRECONOMICS                                      ,199 N LIMESTONE,,,,,,,,,,4,json,199 N LIMESTONE LEXINGTON KY
173877,2013/03/20 00:00:00.000000000,201 SOUTHLAND DR                                  ,                                                  ,RETAIL SALES GENERAL                              ,345000,CAR QUEST AUTO PARTS                              ,DEAN BUILDS INC                                   ,201 SOUTHLAND DR,,,,,,,,,,4,json,201 SOUTHLAND DR LEXINGTON KY
179536,2013/11/13 00:00:00.000000000,1113 CENTRE PKWY                                  ,                                                  ,"MECHANICAL COMM. $50,001-$75,000                  ",0,FAYETTE CO PUBLIC SCHOOLS                         ,COLLINS FIRE PROTECTION                           ,1113 CENTRE PKWY,,,,,,,,,,4,json,1113 CENTRE PKWY LEXINGTON KY
