CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng
1537167 1/2W,2011,167 1/2 PRALL ST,2011/06/28 00:00:00.000000000,Nuisance,Closed Nuisance,2011/07/19 00:00:00.000000000,Y,167 1/2 PRALL ST,,,,,
15370175W3,2011,175 PRALL ST,2011/06/28 00:00:00.000000000,Nuisance,Closed Nuisance,2011/07/19 00:00:00.000000000,Y,175 PRALL ST,,,,,
19490963-965W9,2011,963-965 VALLEY AVE,2011/06/30 00:00:00.000000000,Nuisance,Closed Nuisance,2011/07/19 00:00:00.000000000,Y,963 VALLEY AVE,,,,,
30400475W,2011,475 SILVER MAPLE WAY AKA 473-475 SILVER MAPLE WAY,2011/07/01 00:00:00.000000000,Nuisance,Closed Nuisance,2011/07/20 00:00:00.000000000,Y,475 SILVER MAPLE WAY,,,,,
13840826W23,2011,826 E NEW CIRCLE RD,2011/07/07 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/17 00:00:00.000000000,Y,826 E NEW CIRCLE RD,,,,,
11700281W,2011,281 LINCOLN AVE,2011/07/08 00:00:00.000000000,Nuisance,Closed Nuisance,2011/07/29 00:00:00.000000000,Y,281 LINCOLN AVE,,,,,
11661528W8,2011,1528 N LIMESTONE,2011/07/11 00:00:00.000000000,Nuisance,Closed Nuisance,2011/07/27 00:00:00.000000000,Y,1528 N LIMESTONE,,,,,
03720631W,2011,631 CHARLBURY CT,2011/07/12 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/10 00:00:00.000000000,Y,631 CHARLBURY CT,,,,,
12670454W9,2011,454 E MAXWELL ST,2011/07/12 00:00:00.000000000,Nuisance,Closed Nuisance,2011/07/28 00:00:00.000000000,Y,454 E MAXWELL ST,,,,,
04590106W8,2011,106 CONN TER,2011/07/13 00:00:00.000000000,Nuisance,Closed Nuisance,2011/09/21 00:00:00.000000000,Y,106 CONN TER,,,,,
02360622W4,2011,622 BRECKENRIDGE ST,2011/07/18 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/17 00:00:00.000000000,Y,622 BRECKENRIDGE ST,,,,,
42713116-3257W,2011,3116-3257 TIBURON WAY 3116 3124 3128 3152,2011/07/21 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/04 00:00:00.000000000,Y,3116 TIBURON WAY 3116 3124 3128 3152,,,,,
06381411W5,2011,1411 ELIZABETH ST,2011/07/25 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/11 00:00:00.000000000,Y,1411 ELIZABETH ST,,,,,
00510122-122 1/2W3,2011,122-122 1/2 ARCADIA PARK,2011/07/26 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/12 00:00:00.000000000,Y,122 1/2 ARCADIA PARK,,,,,
19446631/2W5,2011,6631/2 N UPPER ST,2011/07/28 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/12 00:00:00.000000000,Y,6631/2 N UPPER ST,,,,,
33240439W3,2011,439 FAIRDALE DR,2011/08/02 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/22 00:00:00.000000000,Y,439 FAIRDALE DR,,,,,
06381428W13,2011,1428 ELIZABETH ST,2011/08/03 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/19 00:00:00.000000000,Y,1428 ELIZABETH ST,,,,,
32210815W5,2011,815 NEWTOWN PIKE IMPERIAL MOBILE HOME PARK,2011/08/04 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/24 00:00:00.000000000,Y,815 NEWTOWN PIKE IMPERIAL MOBILE HOME PARK,,,,,
11661528W9,2011,1528 N LIMESTONE,2011/08/09 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/25 00:00:00.000000000,Y,1528 N LIMESTONE,,,,,
20883652W4,2011,3652 WINTHROP DR,2011/08/10 00:00:00.000000000,Nuisance,Closed Nuisance,2011/08/26 00:00:00.000000000,Y,3652 WINTHROP DR,,,,,
17930119W19,2011,119 STATE ST,2011/08/18 00:00:00.000000000,Nuisance,Closed Nuisance,2011/09/06 00:00:00.000000000,Y,119 STATE ST,,,,,
35132570W,2011,2570 DANIELLE LN AKA 2568-2570 DANIELLE LN,2011/08/18 00:00:00.000000000,Nuisance,Closed Nuisance,2011/09/26 00:00:00.000000000,Y,2570 DANIELLE LN,,,,,
13150411W,2011,411 S MILL ST,2011/08/26 00:00:00.000000000,Nuisance,Closed Nuisance,2011/09/13 00:00:00.000000000,Y,411 S MILL ST,,,,,
17930123W21,2011,123 STATE ST,2011/08/26 00:00:00.000000000,Nuisance,Closed Nuisance,2011/09/14 00:00:00.000000000,Y,123 STATE ST,,,,,
1944761 1/2W2,2011,761 1/2 N UPPER ST,2011/08/30 00:00:00.000000000,Nuisance,Closed Nuisance,2011/09/14 00:00:00.000000000,Y,761 1/2 N UPPER ST,,,,,
21130455W,2011,455 WOODVIEW DR,2011/09/02 00:00:00.000000000,Nuisance,Closed Nuisance,2011/09/23 00:00:00.000000000,Y,455 WOODVIEW DR,,,,,
03130338W7,2011,338 CAMPSIE PL,2011/09/06 00:00:00.000000000,Nuisance,Closed Nuisance,2011/10/03 00:00:00.000000000,Y,338 CAMPSIE PL,,,,,
07442400W,2011,2400 OLD FRANKFORT PIKE,2011/09/09 00:00:00.000000000,Nuisance,Closed Nuisance,2011/09/30 00:00:00.000000000,Y,2400 OLD FRANKFORT PIKE,,,,,
06381417W2,2011,1417 ELIZABETH ST,2011/09/14 00:00:00.000000000,Nuisance,Closed Nuisance,2011/09/30 00:00:00.000000000,Y,1417 ELIZABETH ST,,,,,
06381405W9,2011,1405 ELIZABETH ST,2011/09/16 00:00:00.000000000,Nuisance,Closed Nuisance,2011/10/06 00:00:00.000000000,Y,1405 ELIZABETH ST,,,,,
17740270W5,2011,270 ST ANN DR AKA 268-270 ST ANN,2011/09/16 00:00:00.000000000,Nuisance,Closed Nuisance,2011/10/10 00:00:00.000000000,Y,270 ST ANN DR,,,,,
08862010W3,2011,2010 HARRODSBURG RD,2011/09/28 00:00:00.000000000,Nuisance,Closed Nuisance,2011/10/13 00:00:00.000000000,Y,2010 HARRODSBURG RD,,,,,
29461228W3,2011,1228 MORNING SIDE DR,2011/09/28 00:00:00.000000000,Nuisance,Closed Nuisance,2011/10/17 00:00:00.000000000,Y,1228 MORNING,,,,,
11440175-177W3,2011,175-177 LEE ST,2011/09/29 00:00:00.000000000,Nuisance,Closed Nuisance,2011/10/14 00:00:00.000000000,Y,175 LEE ST,,,,,
0443169 1/2W2,2011,169 1/2 COLFAX ST,2011/10/03 00:00:00.000000000,Nuisance,Closed Nuisance,2011/10/19 00:00:00.000000000,Y,169 1/2 COLFAX ST,,,,,
16360490W4,2011,490 ROSEMILL DR (AKA 480-490),2011/10/07 00:00:00.000000000,Nuisance,Closed Nuisance,2011/10/26 00:00:00.000000000,Y,490 ROSEMILL DR,,,,,
16360496W7,2011,496 ROSEMILL DR,2011/10/07 00:00:00.000000000,Nuisance,Closed Nuisance,2011/10/26 00:00:00.000000000,Y,496 ROSEMILL DR,,,,,
03130338W8,2011,338 CAMPSIE PL,2011/10/18 00:00:00.000000000,Nuisance,Closed Nuisance,2012/01/05 00:00:00.000000000,Y,338 CAMPSIE PL,,,,,
02840099W8,2011,99 BURLEY AVE,2011/11/15 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/07 00:00:00.000000000,Y,99 BURLEY AVE,,,,,
02840101W7,2011,101 BURLEY AVE,2011/11/15 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/07 00:00:00.000000000,Y,101 BURLEY AVE,,,,,
16360496W8,2011,496 ROSEMILL DR,2011/11/18 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/13 00:00:00.000000000,Y,496 ROSEMILL DR,,,,,
30083814W2,2011,3814 SUGAR CREEK DR,2011/11/21 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/22 00:00:00.000000000,Y,3814 SUGAR CREEK DR,,,,,
00231276-1278W,2011,1276-1278 ALEXANDRIA DR,2011/12/02 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/16 00:00:00.000000000,Y,1276 ALEXANDRIA DR,,,,,
00231280-1282W,2011,1280-1282 ALEXANDRIA DR,2011/12/02 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/16 00:00:00.000000000,Y,1280 ALEXANDRIA DR,,,,,
00231340W9,2011,1340 ALEXANDRIA DR AKA 1320-1368 ALEXANDRIA DR,2011/12/02 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/16 00:00:00.000000000,Y,1340 ALEXANDRIA DR,,,,,
00231288-1290W,2011,1288-1290 ALEXANDRIA DR,2011/12/02 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/16 00:00:00.000000000,Y,1288 ALEXANDRIA DR,,,,,
20681107W#3,2011,1107 WINCHESTER RD MH003,2011/12/05 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/20 00:00:00.000000000,Y,1107 WINCHESTER RD MH003,,,,,
06381410W3,2011,1410 ELIZABETH ST,2011/12/06 00:00:00.000000000,Nuisance,Closed Nuisance,2012/01/04 00:00:00.000000000,Y,1410 ELIZABETH ST,,,,,
14461902-1906-1908W,2011,1902-1906-1908 OXFORD CIR,2011/12/07 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/18 00:00:00.000000000,Y,1902-1908 OXFORD CIR,,,,,
02360622W5,2011,622 BRECKENRIDGE ST,2011/12/07 00:00:00.000000000,Nuisance,Closed Nuisance,2012/01/04 00:00:00.000000000,Y,622 BRECKENRIDGE ST,,,,,
24492365W,2011,2365 CHANT CT,2011/12/14 00:00:00.000000000,Nuisance,Closed Nuisance,2011/12/15 00:00:00.000000000,Y,2365 CHANT CT,,,,,
17300425-429W4,2011,425-429 E SIXTH ST,2011/12/15 00:00:00.000000000,Nuisance,Closed Nuisance,2012/01/04 00:00:00.000000000,Y,425 E SIXTH ST,,,,,
17930123W22,2012,123 STATE ST,2012/01/09 00:00:00.000000000,Nuisance,Closed Nuisance,2012/01/24 00:00:00.000000000,Y,123 STATE ST,,,,,
06381442W6,2012,1442 ELIZABETH ST,2012/01/25 00:00:00.000000000,Nuisance,Closed Nuisance,2012/02/13 00:00:00.000000000,Y,1442 ELIZABETH ST,,,,,
33513704W,2012,3704 LARADO DR,2012/01/30 00:00:00.000000000,Nuisance,Closed Nuisance,2012/03/20 00:00:00.000000000,Y,3704 LARADO DR,,,,,
16800341W2,2012,341 SCOTT ST,2012/02/02 00:00:00.000000000,Nuisance,Closed Nuisance,2012/02/23 00:00:00.000000000,Y,341 SCOTT ST,,,,,
11440187-1871/2W2,2012,187-1871/2 LEE ST,2012/02/13 00:00:00.000000000,Nuisance,Closed Nuisance,2012/03/12 00:00:00.000000000,Y,187/2 LEE ST,,,,,
11440185-1851/2W2,2012,185-1851/2 LEE ST,2012/02/13 00:00:00.000000000,Nuisance,Closed Nuisance,2012/03/12 00:00:00.000000000,Y,185/2 LEE ST,,,,,
11440175-177W4,2012,175-177 LEE ST,2012/02/13 00:00:00.000000000,Nuisance,Closed Nuisance,2012/03/12 00:00:00.000000000,Y,175 LEE ST,,,,,
18800709W4,2012,709 W THIRD ST 705-707,2012/02/13 00:00:00.000000000,Nuisance,Closed Nuisance,2012/03/19 00:00:00.000000000,Y,709 W THIRD ST 705,,,,,
0443169 1/2W3,2012,169 1/2 COLFAX ST,2012/02/15 00:00:00.000000000,Nuisance,Closed Nuisance,2012/03/01 00:00:00.000000000,Y,169 1/2 COLFAX ST,,,,,
05230408W,2012,408 DARBY CREEK RD D,2012/02/17 00:00:00.000000000,Nuisance,Closed Nuisance,2012/03/16 00:00:00.000000000,Y,408 DARBY CREEK RD D,,,,,
06381426W8,2012,1426 ELIZABETH ST,2012/03/08 00:00:00.000000000,Nuisance,Closed Nuisance,2012/03/27 00:00:00.000000000,Y,1426 ELIZABETH ST,,,,,
11440175-177W5,2012,175-177 LEE ST,2012/03/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/05/30 00:00:00.000000000,Y,175 LEE ST,,,,,
03641170W3,2012,1170 CENTRE PKWY (AKA 1172),2012/03/13 00:00:00.000000000,Nuisance,Closed Nuisance,2012/04/18 00:00:00.000000000,Y,1170 CENTRE PKWY,,,,,
21630772W3,2012,772 SHELBY AVE,2012/03/19 00:00:00.000000000,Nuisance,Closed Nuisance,2012/04/03 00:00:00.000000000,Y,772 SHELBY AVE,,,,,
02510350W2,2012,350 S BROADWAY,2012/03/29 00:00:00.000000000,Nuisance,Closed Nuisance,2012/04/17 00:00:00.000000000,Y,350 S BROADWAY,,,,,
03130338W9,2012,338 CAMPSIE PL,2012/04/03 00:00:00.000000000,Nuisance,Closed Nuisance,2012/04/18 00:00:00.000000000,Y,338 CAMPSIE PL,,,,,
06381437W4,2012,1437 ELIZABETH ST,2012/04/05 00:00:00.000000000,Nuisance,Closed Nuisance,2012/04/24 00:00:00.000000000,Y,1437 ELIZABETH ST,,,,,
00231244-1246W,2012,1244-1246 ALEXANDRIA DR,2012/04/09 00:00:00.000000000,Nuisance,Closed Nuisance,2012/04/23 00:00:00.000000000,Y,1244 ALEXANDRIA DR,,,,,
06381403W4,2012,1403 ELIZABETH ST,2012/04/09 00:00:00.000000000,Nuisance,Closed Nuisance,2012/04/26 00:00:00.000000000,Y,1403 ELIZABETH ST,,,,,
02840149W8,2012,149 BURLEY AVE (AKA 147-149 BURLEY),2012/04/17 00:00:00.000000000,Nuisance,Closed Nuisance,2012/05/08 00:00:00.000000000,Y,149 BURLEY AVE,,,,,
13840826W24,2012,826 E NEW CIRCLE RD,2012/04/27 00:00:00.000000000,Nuisance,Closed Nuisance,2012/05/12 00:00:00.000000000,Y,826 E NEW CIRCLE RD,,,,,
1944761 1/2W3,2012,761 1/2 N UPPER ST,2012/04/27 00:00:00.000000000,Nuisance,Closed Nuisance,2012/05/14 00:00:00.000000000,Y,761 1/2 N UPPER ST,,,,,
18660959W,2012,959 TEAROSE CT,2012/05/02 00:00:00.000000000,Nuisance,Closed Nuisance,2012/05/17 00:00:00.000000000,Y,959 TEAROSE CT,,,,,
14443281/2W2,2012,328 1/2 OWSLEY AVE,2012/05/04 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/01 00:00:00.000000000,Y,328 1/2 OWSLEY AVE,,,,,
06381428W14,2012,1428 ELIZABETH ST,2012/05/07 00:00:00.000000000,Nuisance,Closed Nuisance,2012/05/30 00:00:00.000000000,Y,1428 ELIZABETH ST,,,,,
16800341W3,2012,341 SCOTT ST,2012/05/07 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/01 00:00:00.000000000,Y,341 SCOTT ST,,,,,
19440600W8,2012,600 N UPPER ST,2012/05/09 00:00:00.000000000,Nuisance,Closed Nuisance,2012/05/24 00:00:00.000000000,Y,600 N UPPER ST,,,,,
27821624W,2012,1624 OLD PARIS RD,2012/05/22 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/08 00:00:00.000000000,Y,1624 OLD PARIS RD,,,,,
43000937W,2012,937 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,937 DAWSON SPRINGS WAY,,,,,
43000904W2,2012,904 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,904 DAWSON SPRINGS WAY,,,,,
43000905W,2012,905 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,905 DAWSON SPRINGS WAY,,,,,
43000909W,2012,909 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,909 DAWSON SPRINGS WAY,,,,,
43000912W2,2012,912 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,912 DAWSON SPRINGS WAY,,,,,
43000913W,2012,913 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,913 DAWSON SPRINGS WAY,,,,,
43000917W2,2012,917 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,917 DAWSON SPRINGS WAY,,,,,
43000921W,2012,921 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,921 DAWSON SPRINGS WAY,,,,,
43000925W2,2012,925 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,925 DAWSON SPRINGS WAY,,,,,
43000929W,2012,929 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,929 DAWSON SPRINGS WAY,,,,,
43000933W3,2012,933 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,933 DAWSON SPRINGS WAY,,,,,
43000941W,2012,941 DAWSON SPRINGS WAY,2012/05/24 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/12 00:00:00.000000000,Y,941 DAWSON SPRINGS WAY,,,,,
22270604W,2012,604 JAEDUKE DR,2012/05/31 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/26 00:00:00.000000000,Y,604 JAEDUKE DR,,,,,
42522644-2656W2,2012,2644-2648-2652-2656 KEARNEY RIDGE BLVD,2012/06/04 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/19 00:00:00.000000000,Y,2644-2652-2656 KEARNEY RIDGE BLVD,,,,,
1537167 1/2W2,2012,167 1/2 PRALL ST,2012/06/04 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/21 00:00:00.000000000,Y,167 1/2 PRALL ST,,,,,
06381403W5,2012,1403 ELIZABETH ST,2012/06/06 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/25 00:00:00.000000000,Y,1403 ELIZABETH ST,,,,,
17930123W23,2012,123 STATE ST,2012/06/06 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/26 00:00:00.000000000,Y,123 STATE ST,,,,,
02600133W4,2012,133 BROWN AVE AKA 131-133 BROWN AVE,2012/06/06 00:00:00.000000000,Nuisance,Closed Nuisance,2012/07/03 00:00:00.000000000,Y,133 BROWN AVE,,,,,
10980263W,2012,263 LAFAYETTE AVE,2012/06/07 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/08 00:00:00.000000000,Y,263 LAFAYETTE AVE,,,,,
02840101W8,2012,101 BURLEY AVE,2012/06/11 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/27 00:00:00.000000000,Y,101 BURLEY AVE,,,,,
14840407W2,2012,407 PENNSYLVANIA AVE,2012/06/11 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/28 00:00:00.000000000,Y,407 PENNSYLVANIA AVE,,,,,
43000904W3,2012,904 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,904 DAWSON SPRINGS WAY,,,,,
43000905W2,2012,905 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,905 DAWSON SPRINGS WAY,,,,,
43000909W2,2012,909 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,909 DAWSON SPRINGS WAY,,,,,
43000912W3,2012,912 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,912 DAWSON SPRINGS WAY,,,,,
43000913W2,2012,913 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,913 DAWSON SPRINGS WAY,,,,,
43000917W3,2012,917 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,917 DAWSON SPRINGS WAY,,,,,
43000921W2,2012,921 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,921 DAWSON SPRINGS WAY,,,,,
43000925W3,2012,925 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,925 DAWSON SPRINGS WAY,,,,,
43000929W2,2012,929 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,929 DAWSON SPRINGS WAY,,,,,
43000933W4,2012,933 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,933 DAWSON SPRINGS WAY,,,,,
43000941W2,2012,941 DAWSON SPRINGS WAY,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/11/01 00:00:00.000000000,Y,941 DAWSON SPRINGS WAY,,,,,
21630772W4,2012,772 SHELBY AVE,2012/06/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/06/27 00:00:00.000000000,Y,772 SHELBY AVE,,,,,
13110333W6,2012,333 MIDLAND AVE,2012/06/13 00:00:00.000000000,Nuisance,Closed Nuisance,2012/07/10 00:00:00.000000000,Y,333 MIDLAND AVE,,,,,
35901321W2,2012,1321 DEER HAVEN LN,2012/06/15 00:00:00.000000000,Nuisance,Closed Nuisance,2012/07/03 00:00:00.000000000,Y,1321 DEER HAVEN LN,,,,,
34601032-1040W3,2012,1032-1040 LUCILLE DR 1032-1036-1040,2012/06/21 00:00:00.000000000,Nuisance,Closed Nuisance,2012/07/06 00:00:00.000000000,Y,1032 LUCILLE DR 1032-1036-1040,,,,,
19171217W,2012,1217 TRENT BLVD,2012/07/09 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/27 00:00:00.000000000,Y,1217 TRENT BLVD,,,,,
12951205W12,2012,1205 MENIFEE AVE AKA 301 LINCOLN AVE,2012/07/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/13 00:00:00.000000000,Y,1205 MENIFEE AVE,,,,,
13840826W25,2012,826 E NEW CIRCLE RD,2012/07/17 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/21 00:00:00.000000000,Y,826 E NEW CIRCLE RD,,,,,
31251584W,2012,1584 DEER LAKE CIR,2012/07/17 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/24 00:00:00.000000000,Y,1584 DEER LAKE CIR,,,,,
17280186W2,2012,186 SIMPSON AVE,2012/07/19 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/17 00:00:00.000000000,Y,186 SIMPSON AVE,,,,,
03130338W10,2012,338 CAMPSIE PL,2012/07/25 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/09 00:00:00.000000000,Y,338 CAMPSIE PL,,,,,
17930123W24,2012,123 STATE ST,2012/07/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/22 00:00:00.000000000,Y,123 STATE ST,,,,,
06381453W2,2012,1453 ELIZABETH ST,2012/07/30 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/22 00:00:00.000000000,Y,1453 ELIZABETH ST,,,,,
20417391/2W6,2012,7391/2 WHITNEY AVE,2012/07/31 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/17 00:00:00.000000000,Y,7391/2 WHITNEY AVE,,,,,
00690477W,2012,477 ASH ST,2012/07/31 00:00:00.000000000,Nuisance,Closed Nuisance,2012/08/17 00:00:00.000000000,Y,477 ASH ST,,,,,
41710285W,2012,285 SOMERSLY PL,2012/08/07 00:00:00.000000000,Nuisance,Closed Nuisance,2012/09/11 00:00:00.000000000,Y,285 SOMERSLY PL,,,,,
02840099W9,2012,99 BURLEY AVE,2012/08/21 00:00:00.000000000,Nuisance,Closed Nuisance,2012/09/26 00:00:00.000000000,Y,99 BURLEY AVE,,,,,
02840101W9,2012,101 BURLEY AVE,2012/08/21 00:00:00.000000000,Nuisance,Closed Nuisance,2012/09/26 00:00:00.000000000,Y,101 BURLEY AVE,,,,,
0443169 1/2W4,2012,169 1/2 COLFAX ST,2012/08/23 00:00:00.000000000,Nuisance,Closed Nuisance,2012/09/10 00:00:00.000000000,Y,169 1/2 COLFAX ST,,,,,
06221425 1/2W7,2012,1425 1/2 EDGELAWN AVE,2012/09/10 00:00:00.000000000,Nuisance,Closed Nuisance,2012/09/25 00:00:00.000000000,Y,1425 1/2 EDGELAWN AVE,,,,,
43460808W,2012,808 LOCHMERE PL,2012/09/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,808 LOCHMERE PL,,,,,
43460701W2,2012,701 LOCHMERE PL,2012/09/12 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,701 LOCHMERE PL,,,,,
33150202W,2012,202 DALRAY ST,2012/09/14 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/10 00:00:00.000000000,Y,202 DALRAY ST,,,,,
33150203W,2012,203 DALRAY ST,2012/09/18 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/10 00:00:00.000000000,Y,203 DALRAY ST,,,,,
33150201W,2012,201 DALRAY ST,2012/09/18 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/10 00:00:00.000000000,Y,201 DALRAY ST,,,,,
00510122-122 1/2W4,2012,122-122 1/2 ARCADIA PARK,2012/09/21 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/09 00:00:00.000000000,Y,122 1/2 ARCADIA PARK,,,,,
13840826W26,2012,826 E NEW CIRCLE RD,2012/09/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,826 E NEW CIRCLE RD,,,,,
43460744W,2012,744 LOCHMERE PL,2012/09/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,744 LOCHMERE PL,,,,,
43460734W,2012,734 LOCHMERE PL,2012/09/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,734 LOCHMERE PL,,,,,
43460733W,2012,733 LOCHMERE PL,2012/09/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,733 LOCHMERE PL,,,,,
43460812W,2012,812 LOCHMERE PL,2012/09/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,812 LOCHMERE PL,,,,,
43460816W,2012,816 LOCHMERE PL,2012/09/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,816 LOCHMERE PL,,,,,
43460817W,2012,817 LOCHMERE PL,2012/09/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,817 LOCHMERE PL,,,,,
43460821W,2012,821 LOCHMERE PL,2012/09/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,821 LOCHMERE PL,,,,,
43460825W,2012,825 LOCHMERE PL,2012/09/26 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/11 00:00:00.000000000,Y,825 LOCHMERE PL,,,,,
00231288-1290W2,2012,1288-1290 ALEXANDRIA DR,2012/10/08 00:00:00.000000000,Nuisance,Closed Nuisance,2012/10/30 00:00:00.000000000,Y,1288 ALEXANDRIA DR,,,,,
