PermitNo,Address,SubmitDate,IssueDate,StartDate,CompleteDate,Name,PermitType,TypeOfWork,LaneBlockage,CleanAddress,MatchAddress,MatchType,parcelId,lat,lng
 28386,3861 GLADMAN WAY,2014/10/01 00:00:00.000000000,2014/10/06 00:00:00.000000000,2014/10/25 00:00:00.000000000,2014/11/15 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,3861 GLADMAN WAY,3861 GLADMAN WAY,Exact Parcel,26166590,-84.57492151,37.99835362
 28387,236 BOLIVAR ST,2014/10/01 00:00:00.000000000,2014/10/06 00:00:00.000000000,2014/10/02 00:00:00.000000000,2014/10/23 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,236 BOLIVAR ST,236 BOLIVAR ST,Exact Parcel,38200910,-84.50690963,38.0424057
 28392,157 YORK ST,2014/10/02 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/01 00:00:00.000000000,2014/10/22 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,157 YORK ST,157 YORK ST,Exact Parcel,15402953,-84.48037906,38.05439677
 28422,100 SHADY LN,2014/10/02 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/01 00:00:00.000000000,2014/10/22 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,100 SHADY LN,100 SHADY LN,Exact Parcel,22674700,-84.51434755,38.01483395
 28423,1920-1938 STANTON WAY,2014/10/02 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/10/29 00:00:00.000000000,"Time Warner Cable, Inc.",Annual General Permit,,No,1920 STANTON WAY,1920 STANTON WAY,Exact Parcel,14851730,-84.48198859,38.10028922
 28393,300 PRESTON AVE,2014/10/02 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/01 00:00:00.000000000,2014/10/22 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,300 PRESTON AVE,300 PRESTON AVE,Exact Parcel,45300400,-84.47261455,38.03444584
 28424,220 SHADY LN,2014/10/02 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/01 00:00:00.000000000,2014/10/22 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,220 SHADY LN,220 SHADY LN,Exact Parcel,20909200,-84.50913262,38.01280092
 28394,853 REVERE RUN DR,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/13 00:00:00.000000000,2014/11/03 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,853 REVERE RUN DR,853 REVERE RUN DR,Exact Parcel,19970550,-84.43554369,38.02294497
 28395,2057 CORIANDER LN,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/13 00:00:00.000000000,2014/11/03 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,2057 CORIANDER LN,2057 CORIANDER LN,Exact Parcel,38026520,-84.42891634,38.04823048
 28396,2229 CURTISWOOD DR,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/13 00:00:00.000000000,2014/11/03 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,2229 CURTISWOOD DR,2229 CURTISWOOD DR,Exact Parcel,38028660,-84.42576369,38.04712225
 28397,2021 CORIANDER LN,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/13 00:00:00.000000000,2014/11/03 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,2021 CORIANDER LN,2021 CORIANDER LN,Exact Parcel,38026380,-84.42907128,38.04923405
 28398,2213 COBURN BLVD,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/13 00:00:00.000000000,2014/11/03 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,2213 COBURN BLVD,2213 COBURN BLVD,Exact Parcel,16280700,-84.46309128,38.0184978
 28399,401 RIDGEWAY RD,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/13 00:00:00.000000000,2014/11/03 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,401 RIDGEWAY RD,401 RIDGEWAY RD,Exact Parcel,13004350,-84.4829706,38.02295367
 28425,3297 SCOTTISH TRCE,2014/10/03 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/01 00:00:00.000000000,2014/10/22 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,3297 SCOTTISH TRCE,3297 SCOTTISH TRCE,Exact Parcel,38121340,-84.39757979,38.02185882
 28427,266-292 WINN WAY,2014/10/03 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,266 WINN WAY,266 WINN WAY,Exact Parcel,22851800,-84.51236236,38.00471843
 28428,2028-2032 HEATHER WAY,2014/10/03 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,2028 HEATHER WAY,2028 HEATHER WAY,Exact Parcel,21666400,-84.51185176,38.00520369
 28429,1704 JENNIFER RD,2014/10/03 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,1704 JENNIFER RD,1704 JENNIFER RD,Exact Parcel,13931351,-84.45011164,38.04512692
 28401,221-243 LEE ST,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,221 LEE ST,221 LEE ST,Exact Parcel,14391800,-84.50304372,38.05729662
 28430,2308 EASTWAY DR,2014/10/03 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,2308 EASTWAY DR,2308 EASTWAY DR,Exact Parcel,23570200,-84.52498124,38.01301795
 28431,2400-2452 HARRODSBURG RD,2014/10/03 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,2400 HARRODSBURG RD,2400 HARRODSBURG RD,Exact Parcel,19981350,-84.54566945,38.0187571
 28432,2500 HARRODSBURG RD,2014/10/03 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,2500 HARRODSBURG RD,2500 HARRODSBURG RD,Exact Parcel,4023290,-84.54896713,38.01621307
 28433,3716 SALISBURY DR,2014/10/03 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/11/25 00:00:00.000000000,2014/12/16 00:00:00.000000000,Columbia Gas,Annual General Permit,Maintenance,No,3716 SALISBURY DR,3716 SALISBURY DR,Exact Parcel,27241950,-84.63158901,38.04463712
 28434,888 MASON HEADLEY RD,2014/10/03 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Annual General Permit,Maintenance,No,888 MASON HEADLEY RD,888 MASON HEADLEY RD,Exact Parcel,24922400,-84.53651181,38.03923308
 28435,2004 ALEXANDRIA DR,2014/10/03 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/11/25 00:00:00.000000000,2014/12/16 00:00:00.000000000,Columbia Gas,Annual General Permit,Maintenance,No,2004 ALEXANDRIA DR,2004 ALEXANDRIA DR,Exact Parcel,14446300,-84.54880973,38.03123159
 28436,828 SURREY LN,2014/10/03 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/11/25 00:00:00.000000000,2014/12/16 00:00:00.000000000,Columbia Gas,Annual General Permit,Maintenance,No,828 SURREY LN,828 SURREY LN,Exact Parcel,26380750,-84.55938544,37.99909912
 28402,141-157 DEVONIA AVE,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,141 DEVONIA AVE,141 DEVONIA AVE,Exact Parcel,12532900,-84.47581373,38.05982365
 28403,2040 VON LIST WAY,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,2040 VON LIST WAY,2040 VON LIST WAY,Exact Parcel,17260000,-84.47604714,38.01000366
 28437,"2081, 2085 FALLING LEAVES LN",2014/10/03 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/16 00:00:00.000000000,2014/11/06 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,2081 FALLING LEAVES LN,2081 FALLING LEAVES LN,Exact Parcel,38243780,-84.39602718,38.01428437
 28438,125 CLYDE ST,2014/10/03 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/11/10 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Annual General Permit,Maintenance,No,125 CLYDE ST,125 CLYDE ST,Exact Parcel,16583500,-84.51965938,38.0607614
 28404,915 WHITNEY AVE,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/11/10 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,No,915 WHITNEY AVE,915 WHITNEY AVE,Exact Parcel,15209100,-84.5058054,38.06247698
 28405,864 WHITNEY AVE,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/11/10 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,No,864 WHITNEY AVE,864 WHITNEY AVE,Exact Parcel,16023700,-84.50572124,38.06153915
 28439,271 GOLD RUSH RD,2014/10/03 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/11/10 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Annual General Permit,Maintenance,No,271 GOLD RUSH RD,271 GOLD RUSH RD,Exact Parcel,10469044,-84.52887311,38.00133492
 28406,436 WOODLAND AVE,2014/10/03 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/03 00:00:00.000000000,2014/10/24 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,Yes,436 WOODLAND AVE,436 WOODLAND AVE,Exact Parcel,10522100,-84.49715548,38.03335986
 28440,1794 BEACON HILL RD,2014/10/06 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/06 00:00:00.000000000,2015/03/31 00:00:00.000000000,Kentucky Utilities,Annual General Permit,New Construction,Yes,1794 BEACON HILL RD,1794 BEACON HILL RD,Exact Parcel,23359000,-84.53975212,38.03480628
 28407,220 BARROW RD,2014/10/06 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/03 00:00:00.000000000,2014/10/24 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,220 BARROW RD,220 BARROW RD,Exact Parcel,12681800,-84.47849946,38.02493413
 28441,1504 RALEIGH CT,2014/10/06 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/01 00:00:00.000000000,2014/10/15 00:00:00.000000000,Columbia Gas,Installation,Repair,No,1504 RALEIGH CT,1504 RALEIGH CT,Exact Parcel,15411800,-84.44534254,38.05186749
 28408,608 ELM TREE LN,2014/10/06 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/01 00:00:00.000000000,2014/10/22 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,608 ELM TREE LN,608 ELM TREE LN,Exact Parcel,15439404,-84.48228367,38.05088639
 28443,2548 LARKIN RD,2014/10/06 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/20 00:00:00.000000000,2014/11/10 00:00:00.000000000,Kentucky American Water,Installation,New Construction,No,2548 LARKIN RD,2548 LARKIN RD,Exact Parcel,38253210,-84.51896802,38.00012714
 28410,2271 ELKHORN RD,2014/10/07 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/06 00:00:00.000000000,2014/10/27 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,2271 ELKHORN RD,2271 ELKHORN RD,Exact Parcel,20812310,-84.42421874,38.04254816
 28411,208 CATALPA RD,2014/10/07 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/09/25 00:00:00.000000000,2014/10/16 00:00:00.000000000,Columbia Gas,Installation,Repair,No,208 CATALPA RD,208 CATALPA RD,Exact Parcel,12483400,-84.48200704,38.0271156
 28444,902-944 CHARLES AVE,2014/10/07 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/20 00:00:00.000000000,2014/11/10 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,902 CHARLES AVE,902 CHARLES AVE,Exact Parcel,17001400,-84.50494181,38.06241184
 28412,999 CARNEAL RD,2014/10/07 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/03 00:00:00.000000000,2014/10/24 00:00:00.000000000,Columbia Gas,Installation,Repair,No,999 CARNEAL RD,999 CARNEAL RD,Exact Parcel,13556200,-84.46678755,38.05552399
 28445,154-259 N UPPER ST,2014/10/07 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/20 00:00:00.000000000,2014/11/10 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,154 N UPPER ST,154 N UPPER ST,Exact Parcel,11095200,-84.49615942,38.04818584
 28413,1709 WYATT PKWY,2014/10/07 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/02 00:00:00.000000000,2014/10/09 00:00:00.000000000,Columbia Gas,Installation,Repair,No,1709 WYATT PKWY,1709 WYATT PKWY,Exact Parcel,15082650,-84.45976635,38.03775306
 28447,333 E MAIN ST,2014/10/07 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/13 00:00:00.000000000,2014/12/31 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,Yes,333 E MAIN ST,333 E MAIN ST,Exact Parcel,14920000,-84.49168887,38.04249066
 28414,2408 FRANKS WAY,2014/10/07 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/11/07 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,2408 FRANKS WAY,2408 FRANKS WAY,Exact Parcel,38133460,-84.42949839,38.02741889
 28450,1831 BATTERY ST,2014/10/07 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/11/07 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,1831 BATTERY ST,1831 BATTERY ST,Exact Parcel,38253350,-84.44332495,38.03734076
 28451,710 GLENDOVER RD,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/07 00:00:00.000000000,2014/10/28 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,710 GLENDOVER RD,710 GLENDOVER RD,Exact Parcel,4022190,-84.50269339,38.00709787
 28388,501-539 W THIRD ST,2014/10/08 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/11/01 00:00:00.000000000,2015/03/14 00:00:00.000000000,Kentucky American Water,Street Cut,New Construction,Yes,501 W THIRD ST,501 W THIRD ST,Exact Parcel,10481300,-84.49851457,38.05525825
 28389,497-485 W THIRD ST,2014/10/08 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/11/01 00:00:00.000000000,2015/03/14 00:00:00.000000000,Kentucky American Water,Street Cut,New Construction,Yes,497 W THIRD ST,497 W THIRD ST,Exact Parcel,10641200,-84.49831562,38.05505623
 28390,471-465 W THIRD ST,2014/10/08 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/11/01 00:00:00.000000000,2015/03/14 00:00:00.000000000,Kentucky American Water,Street Cut,New Construction,Yes,471 W THIRD ST,471 W THIRD ST,Exact Parcel,16155200,-84.49777331,38.05463076
 28391,405-455 W THIRD ST,2014/10/08 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/11/01 00:00:00.000000000,2015/03/14 00:00:00.000000000,Kentucky American Water,Street Cut,New Construction,Yes,405 W THIRD ST,405 W THIRD ST,Exact Parcel,16578300,-84.49560033,38.05252226
 28416,457 DELCAMP DR,2014/10/08 00:00:00.000000000,2014/10/10 00:00:00.000000000,2014/10/07 00:00:00.000000000,2014/10/28 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,457 DELCAMP DR,457 DELCAMP DR,Exact Parcel,12947300,-84.48925153,38.06034481
 28453,553 NORTHSIDE DR,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/07 00:00:00.000000000,2014/10/15 00:00:00.000000000,Columbia Gas,Installation,Repair,No,553 NORTHSIDE DR,553 NORTHSIDE DR,Exact Parcel,24442500,-84.44749871,38.06093415
 28454,2171 LANSILL RD,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/07 00:00:00.000000000,2014/10/16 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,2171 LANSILL RD,2171 LANSILL RD,Exact Parcel,14121300,-84.556332,38.02707669
 28458,2333 SIR BARTON WAY,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,2333 SIR BARTON WAY,2333 SIR BARTON WAY,Exact Parcel,38104020,-84.42335743,38.023055
 28494,1811 WINCHESTER RD,2014/10/08 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,1811 WINCHESTER RD,1811 WINCHESTER RD,Exact Parcel,22442000,-84.43467715,38.04570136
 28461,3100 BLACKFORD PKWY,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,3100 BLACKFORD PKWY,3100 BLACKFORD PKWY,Exact Parcel,38184700,-84.39411941,38.02198918
 28462,2376 SIR BARTON WAY,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,2376 SIR BARTON WAY,2376 SIR BARTON WAY,Exact Parcel,38077970,-84.42081957,38.02680156
 28463,954 VILLAGE GREEN AVE,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,954 VILLAGE GREEN AVE,954 VILLAGE GREEN AVE,Exact Parcel,38095900,-84.42811358,38.02299351
 28464,970 VILLAGE GREEN AVE,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,970 VILLAGE GREEN AVE,970 VILLAGE GREEN AVE,Exact Parcel,38107670,-84.42757362,38.02350752
 28465,2424 SIR BARTON WAY,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,2424 SIR BARTON WAY,2424 SIR BARTON WAY,Exact Parcel,38194860,-84.41993297,38.02976209
 28467,2049 BRYANT RD,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,2049 BRYANT RD,2049 BRYANT RD,Exact Parcel,38045570,-84.40910707,38.01763435
 28469,800 GUNPOWDER DR,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,800 GUNPOWDER DR,800 GUNPOWDER DR,Exact Parcel,38029750,-84.42817822,38.01641866
 28470,2236 KENWOOD DR,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,2236 KENWOOD DR,2236 KENWOOD DR,Exact Parcel,19990160,-84.44177022,38.02689186
 28471,2331 FORTUNE DR,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,2331 FORTUNE DR,2331 FORTUNE DR,Exact Parcel,20035490,-84.44744516,38.04062806
 28472,2417 PATCHEN WILKES DR,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,2417 PATCHEN WILKES DR,2417 PATCHEN WILKES DR,Exact Parcel,38237520,-84.44546098,38.03821521
 28473,2512 PALUMBO DR,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,2512 PALUMBO DR,2512 PALUMBO DR,Exact Parcel,14772050,-84.44429859,38.01636249
 28476,2680 OLD ROSEBUD RD,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,2680 OLD ROSEBUD RD,2680 OLD ROSEBUD RD,Exact Parcel,38235510,-84.42491186,38.02906315
 28477,504 SPRINGHILL DR,2014/10/08 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,504 SPRINGHILL DR,504 SPRINGHILL DR,Exact Parcel,26906900,-84.52573992,38.0281247
 28495,453 WELLINGTON GARDENS DR,2014/10/09 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/10/29 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,453 WELLINGTON GARDENS DR,453 WELLINGTON GARDENS DR,Exact Parcel,38066530,-84.54098236,37.99548704
 28478,144 GARRETT AVE,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/10/29 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,144 GARRETT AVE,144 GARRETT AVE,Exact Parcel,21078600,-84.53435361,38.05226
 28479,2404 HEATON CT,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/10/29 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,2404 HEATON CT,2404 HEATON CT,Exact Parcel,14605175,-84.45146177,38.01774484
 28481,802-828 CHARLES AVE,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/20 00:00:00.000000000,2014/11/10 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,802 CHARLES AVE,802 CHARLES AVE,Exact Parcel,16657852,-84.50342611,38.0608978
 28482,700-762 CHARLES AVE,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/20 00:00:00.000000000,2014/11/10 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,700 CHARLES AVE,700 CHARLES AVE,Exact Parcel,14686750,-84.50176748,38.05939368
 28483,909 CELIA LN,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/10/16 00:00:00.000000000,Columbia Gas,Installation,Repair,No,909 CELIA LN,909 CELIA LN,Exact Parcel,24271000,-84.538255,38.03958069
 28484,1154 CAYWOOD DR,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/10/16 00:00:00.000000000,Columbia Gas,Installation,Repair,No,1154 CAYWOOD DR,1154 CAYWOOD DR,Exact Parcel,11103200,-84.55220706,38.05646895
 28485,2436 LA ROCHELLE RD,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/10/16 00:00:00.000000000,Columbia Gas,Installation,Repair,No,2436 LA ROCHELLE RD,2436 LA ROCHELLE RD,Exact Parcel,10337500,-84.55768617,38.05000554
 28486,2428 LA ROCHELLE RD,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/08 00:00:00.000000000,2014/10/16 00:00:00.000000000,Columbia Gas,Installation,Repair,No,2428 LA ROCHELLE RD,2428 LA ROCHELLE RD,Exact Parcel,15572100,-84.55718988,38.05001996
 28487,3752 SUNFLOWER ST,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/11/11 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,3752 SUNFLOWER ST,3752 SUNFLOWER ST,Exact Parcel,38244280,-84.39501739,38.01592958
 28496,125 LOUIE PL,2014/10/09 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/11/11 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,No,125 LOUIE PL,125 LOUIE PL,Exact Parcel,38126550,-84.52886662,38.06690864
 28497,228 E SECOND ST,2014/10/10 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/10/09 00:00:00.000000000,2014/10/30 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,228 E SECOND ST,228 E SECOND ST,Exact Parcel,10754100,-84.49157321,38.04640784
 28498,224 E SECOND ST,2014/10/10 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/10/09 00:00:00.000000000,2014/10/30 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,224 E SECOND ST,224 E SECOND ST,Exact Parcel,10045240,-84.49164517,38.04646249
 28499,1972 BLAIRMORE RD,2014/10/10 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,Columbia Gas,Installation,Repair,No,1972 BLAIRMORE RD,1972 BLAIRMORE RD,Exact Parcel,13936350,-84.47426503,38.01688175
 28500,1945 HART RD,2014/10/10 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/10/09 00:00:00.000000000,2014/10/30 00:00:00.000000000,Columbia Gas,Installation,Repair,No,1945 HART RD,1945 HART RD,Exact Parcel,12787050,-84.47396391,38.01875008
 28501,2000 BLAIRMORE RD,2014/10/10 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/10/09 00:00:00.000000000,2014/10/17 00:00:00.000000000,Columbia Gas,Installation,Repair,No,2000 BLAIRMORE RD,2000 BLAIRMORE RD,Exact Parcel,12743125,-84.47464849,38.01655077
 28489,649 CARDINAL LN,2014/10/10 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/09 00:00:00.000000000,2014/10/30 00:00:00.000000000,Columbia Gas,Installation,Repair,No,649 CARDINAL LN,649 CARDINAL LN,Exact Parcel,23815900,-84.54011797,38.02057054
 28502,405 HAYS BLVD,2014/10/10 00:00:00.000000000,2014/10/21 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,405 HAYS BLVD,405 HAYS BLVD,Exact Parcel,38155560,-84.41117315,37.98431081
 28490,3112 BLACKFORD PKWY,2014/10/10 00:00:00.000000000,2014/10/17 00:00:00.000000000,2014/10/22 00:00:00.000000000,2014/11/12 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,3112 BLACKFORD PKWY,3112 BLACKFORD PKWY,Exact Parcel,38184730,-84.3940368,38.02142992
